mean,std,min,25%,50%,75%,max,hour,weekend,label
25.58388888888889,19.865193537873715,1.0,2.0,41.0,43.0,45.0,23,0,fridge
1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0,washing_machine
20.615972222222222,55.08881492928439,0.0,0.0,0.0,0.0,1386.0,11,0,fridge
18.379444444444445,138.43918034901367,0.0,0.0,0.0,1.0,1447.0,7,0,coffee
0.8307638888888889,0.37261994524104297,0.0,1.0,1.0,1.0,1.0,4,0,screen
15.447916666666666,45.85793865271044,0.0,0.0,0.0,0.0,1391.0,7,0,fridge
1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0,washing_machine
8.621666666666666,0.6718881838461614,7.0,8.0,9.0,9.0,9.0,19,0,internet_router
0.5973611111111111,0.4896823571818236,0.0,0.0,1.0,1.0,1.0,9,0,screen
17.988055555555555,53.14142163730627,0.0,0.0,0.0,0.0,1372.0,16,0,fridge
43.952777777777776,2.726861392561726,40.0,42.0,43.0,45.0,50.0,20,0,fridge
2.2715972222222223,0.44345705357971243,2.0,2.0,2.0,3.0,3.0,0,0,dishwasher
1.49125,1.1498546454885525,0.0,1.0,1.0,2.0,9.0,13,1,micro_wave_oven
0.9571527777777777,0.20137987170806165,0.0,1.0,1.0,1.0,1.0,10,0,dryer
0.20819444444444443,0.40564516920998406,0.0,0.0,0.0,0.0,1.0,7,0,washing_machine
